EstablishmentDetail - FHRSID,EstablishmentDetail - RatingKey,EstablishmentDetail - SchemeType,EstablishmentDetail - RatingValue,BusinessName,EstablishmentDetail - BusinessType,EstablishmentDetail - BusinessTypeID,EstablishmentDetail - NewRatingPending,EstablishmentDetail - LocalAuthorityCode,EstablishmentDetail - LocalAuthorityName,EstablishmentDetail - LocalAuthorityWebSite,EstablishmentDetail - LocalAuthorityBusinessID,EstablishmentDetail - LocalAuthorityEmailAddress,EstablishmentDetail - RatingDate,EstablishmentDetail - RatingDate - xsi:nil,EstablishmentDetail - AddressLine1,EstablishmentDetail - AddressLine2,EstablishmentDetail - AddressLine3,EstablishmentDetail - PostCode,EstablishmentDetail - Geocode - Latitude,EstablishmentDetail - Geocode - Longitude,EstablishmentDetail - Scores - Hygiene,EstablishmentDetail - Scores - Structural,EstablishmentDetail - Scores - ConfidenceInManagement,EstablishmentDetail - AddressLine4
526742,fhrs_5_en-GB,FHRS,5,Sydney Brown Court,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000056655,foodsafety@baberghmidsuffolk.gov.uk,2017-12-05,,Tayler Road,Hadleigh,IPSWICH,,,,0,0,5,Suffolk
937884,fhrs_5_en-GB,FHRS,5,Talullah Tamberine's Treats,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000040044,foodsafety@baberghmidsuffolk.gov.uk,2016-12-20,,Priory Green House,Priory Green,Edwardstone,CO10 5PN,52.05768100000000,0.82721900000000,0,0,0,SUDBURY
684110,fhrs_5_en-GB,FHRS,5,Tanswell's Cakes,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000169602,foodsafety@baberghmidsuffolk.gov.uk,2016-05-20,,7 Chestnut Terrace,Hall Street,Long Melford,CO10 9JE,52.07833200000000,0.71825400000000,5,5,5,SUDBURY
627797,fhrs_exempt_en-GB,FHRS,Exempt,Tanswell's Cakes,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168339,foodsafety@baberghmidsuffolk.gov.uk,2014-01-22,,,,,,,,,,,
875296,fhrs_5_en-GB,FHRS,5,Taste Collectiv,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000173837,foodsafety@baberghmidsuffolk.gov.uk,2016-05-16,,Unit 8 The Cookhouse,Peppers Lane,Wherstead,IP9 2AB,52.02378200000000,1.15614600000000,0,0,5,IPSWICH
526178,fhrs_4_en-GB,FHRS,4,Tattingstone CEVC Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000004664,foodsafety@baberghmidsuffolk.gov.uk,2017-05-31,,Tattingstone C Of E V Cp School,Church Road,Tattingstone,IP9 2NA,51.99156900000000,1.11040700000000,5,5,10,IPSWICH
526182,fhrs_exempt_en-GB,FHRS,Exempt,Tattingstone Trout Farm,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000004717,foodsafety@baberghmidsuffolk.gov.uk,2011-10-28,,,,,,,,,,,
526341,fhrs_exempt_en-GB,FHRS,Exempt,Tattingstone Village Hall,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016019,foodsafety@baberghmidsuffolk.gov.uk,2011-08-18,,Lemons Hill,Tattingstone,IPSWICH,IP9 2NJ,52.00147900000000,1.11250800000000,,,,Suffolk
1021338,fhrs_5_en-GB,FHRS,5,Tea At The Shed,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000173666,foodsafety@baberghmidsuffolk.gov.uk,2017-12-15,,1a High Street,Sproughton,IPSWICH,IP8 3AF,52.06176300000000,1.09516300000000,5,5,5,Suffolk
526198,fhrs_5_en-GB,FHRS,5,Tesco,Retailers - supermarkets/hypermarkets,7840,False,297,Babergh,http://www.babergh.gov.uk/,PI/000005617,foodsafety@baberghmidsuffolk.gov.uk,2017-11-02,,Tesco Stores Ltd,Copdock Interchange,Pinewood,IP8 3TS,52.03998900000000,1.09790200000000,0,0,5,IPSWICH
526505,fhrs_5_en-GB,FHRS,5,Tesco,Retailers - supermarkets/hypermarkets,7840,False,297,Babergh,http://www.babergh.gov.uk/,PI/000026167,foodsafety@baberghmidsuffolk.gov.uk,2017-07-11,,Tesco Stores Ltd,Springlands Way,Long Melford,CO10 1GY,52.05350100000000,0.73266100000000,5,5,0,SUDBURY
719095,fhrs_5_en-GB,FHRS,5,Tesco Family Dining Ltd,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170017,foodsafety@baberghmidsuffolk.gov.uk,2016-09-22,,Copdock Interchange,Pinewood,IPSWICH,IP8 3TS,52.03998900000000,1.09790200000000,5,5,5,Suffolk
526437,fhrs_5_en-GB,FHRS,5,Thai Pavilion,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000021265,foodsafety@baberghmidsuffolk.gov.uk,2016-10-13,,3 Friars Street,SUDBURY,Suffolk,CO10 2AA,52.03735200000000,0.72908000000000,5,5,5,
526542,fhrs_5_en-GB,FHRS,5,Thatchers Restaurant,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000036015,foodsafety@baberghmidsuffolk.gov.uk,2016-07-21,,Cross Green,Cockfield,BURY ST EDMUNDS,IP30 0LG,52.16631300000000,0.77104300000000,,,,Suffolk
527006,fhrs_5_en-GB,FHRS,5,The Anchor Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000111455,foodsafety@baberghmidsuffolk.gov.uk,2018-02-23,,26 Court Street,Nayland with Wissington,COLCHESTER,CO6 4JL,51.97064500000000,0.87323800000000,,,,Essex
1040308,fhrs_5_en-GB,FHRS,5,The Anchor Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000178518,foodsafety@baberghmidsuffolk.gov.uk,2018-03-09,,Anchor Inn,Upper Street,Stratford St Mary,CO7 6LW,51.97039031982420,0.97932797670364,0,5,5,COLCHESTER
948025,fhrs_5_en-GB,FHRS,5,The Angel,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000175596,foodsafety@baberghmidsuffolk.gov.uk,2017-02-03,,Angel Inn,Friars Street,SUDBURY,CO10 2AG,52.03633400000000,0.72718000000000,0,5,5,Suffolk
1031110,fhrs_3_en-GB,FHRS,3,The Angel Hotel,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000178514,foodsafety@baberghmidsuffolk.gov.uk,2018-02-28,,The Angel,Market Place,Lavenham,CO10 9QZ,52.10906000000000,0.79670200000000,10,10,10,SUDBURY
526951,fhrs_4_en-GB,FHRS,4,The Angel Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110656,foodsafety@baberghmidsuffolk.gov.uk,2018-02-19,,Polstead Street,Stoke by Nayland,COLCHESTER,CO6 4SA,51.99084700000000,0.89402300000000,5,10,5,Essex
909602,fhrs_5_en-GB,FHRS,5,The Bakery,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174128,foodsafety@baberghmidsuffolk.gov.uk,2018-03-15,,Dunthorne Cottage,The Street,East Bergholt,CO7 6TB,51.97161200000000,1.01150200000000,5,5,0,COLCHESTER
526311,fhrs_exempt_en-GB,FHRS,Exempt,The Baptist Church,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000015942,foodsafety@baberghmidsuffolk.gov.uk,2012-06-26,,Shepherds Drive Baptist Church,Laburnum Close,Pinewood,IP8 3SL,52.04284900000000,1.10918400000000,,,,IPSWICH
951885,fhrs_exempt_en-GB,FHRS,Exempt,The Barley House,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000050331,foodsafety@baberghmidsuffolk.gov.uk,2017-03-28,,,,,,,,,,,
526229,fhrs_5_en-GB,FHRS,5,The Bay Horse,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000007768,foodsafety@baberghmidsuffolk.gov.uk,2016-03-07,,61-65 Melford Road,SUDBURY,Suffolk,CO10 1JS,52.04283000000000,0.72786800000000,0,0,0,
526123,fhrs_4_en-GB,FHRS,4,The Beagle,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000000239,foodsafety@baberghmidsuffolk.gov.uk,2017-01-24,,Hadleigh Road,Sproughton,IPSWICH,IP8 3AR,52.05093500000000,1.09790100000000,0,10,5,Suffolk
737679,fhrs_5_en-GB,FHRS,5,The Bell Inn Kersey Ltd,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170657,foodsafety@baberghmidsuffolk.gov.uk,2018-02-06,,The Bell Inn,The Street,Kersey,IP7 6DY,52.05996100000000,0.91629000000000,5,0,5,IPSWICH
866329,fhrs_5_en-GB,FHRS,5,The Bildeston Crown,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000173849,foodsafety@baberghmidsuffolk.gov.uk,2017-11-28,,The Crown Inn,High Street,Bildeston,IP7 7EB,52.10728500000000,0.90900900000000,0,5,5,IPSWICH
526560,fhrs_5_en-GB,FHRS,5,The Brewers Arms,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000037705,foodsafety@baberghmidsuffolk.gov.uk,2018-01-11,,Bower House Tye,Polstead,COLCHESTER,CO6 5BZ,52.02870600000000,0.89563700000000,0,5,0,Essex
526777,fhrs_5_en-GB,FHRS,5,The Brewery Tap,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100341,foodsafety@baberghmidsuffolk.gov.uk,2018-02-01,,East Street,SUDBURY,Suffolk,CO10 2TP,52.04016900000000,0.73283900000000,5,0,5,
526251,fhrs_5_en-GB,FHRS,5,The Briars Residential Care Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000011113,foodsafety@baberghmidsuffolk.gov.uk,2016-07-29,,23 Hunts Hill,Glemsford,SUDBURY,CO10 7RP,52.09769300000000,0.66793100000000,0,5,0,Suffolk
526436,fhrs_5_en-GB,FHRS,5,The Bridge Project,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000021245,foodsafety@baberghmidsuffolk.gov.uk,2016-04-22,,20 Gainsborough Street,SUDBURY,Suffolk,CO10 2EU,52.03817900000000,0.72754100000000,0,5,5,
526977,fhrs_5_en-GB,FHRS,5,The Bridge School Secondary Campus,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110896,foodsafety@baberghmidsuffolk.gov.uk,2017-11-02,,Sprites Lane,Pinewood,IPSWICH,IP8 3ND,52.04010300000000,1.10620800000000,0,0,5,Suffolk
812415,fhrs_5_en-GB,FHRS,5,The Brook,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000171475,foodsafety@baberghmidsuffolk.gov.uk,2015-10-27,,The Brook Inn,241 Bures Road,Great Cornard,CO10 0JQ,52.02220800000000,0.74604400000000,0,0,0,SUDBURY
586682,fhrs_4_en-GB,FHRS,4,The Brook Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168081,foodsafety@baberghmidsuffolk.gov.uk,2017-01-18,,The Street,Copdock And Washbrook,IPSWICH,IP8 3HR,52.03787900000000,1.08718300000000,5,5,10,Suffolk
526260,fhrs_5_en-GB,FHRS,5,The Bull Hotel,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000011364,foodsafety@baberghmidsuffolk.gov.uk,2017-06-02,,Hall Street,Long Melford,SUDBURY,CO10 9JG,52.07931500000000,0.71929200000000,5,5,0,Suffolk
831628,fhrs_5_en-GB,FHRS,5,The Bush Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000172005,foodsafety@baberghmidsuffolk.gov.uk,2018-01-05,,The Bush,The Street,Shimpling,IP29 4HU,52.14367400000000,0.73731800000000,5,5,0,BURY ST EDMUNDS
649185,fhrs_5_en-GB,FHRS,5,The Cakerie,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168490,foodsafety@baberghmidsuffolk.gov.uk,2014-03-31,,Suffolk House,Main Road,Chelmondiston,IP9 1DX,51.98918700000000,1.20687100000000,0,0,0,IPSWICH
669701,fhrs_5_en-GB,FHRS,5,The Case Is Altered,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168474,foodsafety@baberghmidsuffolk.gov.uk,2017-12-11,,Capel Road,Bentley,IPSWICH,IP9 2DW,51.99016800000000,1.07026200000000,5,5,5,Suffolk
526600,fhrs_5_en-GB,FHRS,5,The Case Restaurant With Rooms,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000039483,foodsafety@baberghmidsuffolk.gov.uk,2018-02-27,,The Case Restaurant,Further Street,Assington,CO10 5LD,52.02217100000000,0.81127600000000,5,5,0,SUDBURY
526385,fhrs_exempt_en-GB,FHRS,Exempt,"The Chandlers, Marina Developments",Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016880,foodsafety@baberghmidsuffolk.gov.uk,2018-03-06,,The Chandlery,Woolverstone Marina,Cat House Lane,IP9 1AU,52.00619200000000,1.19572900000000,,,,Woolverstone
534363,fhrs_3_en-GB,FHRS,3,The Chow Shed,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000167947,foodsafety@baberghmidsuffolk.gov.uk,2018-02-21,,Street Record,Notley Enterprise Park,Raydon,,,,10,10,10,IPSWICH
526522,fhrs_4_en-GB,FHRS,4,The Cock,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000033852,foodsafety@baberghmidsuffolk.gov.uk,2017-09-29,,Lavenham Road,Brent Eleigh,SUDBURY,CO10 9PB,52.09694400000000,0.82729400000000,0,10,10,Suffolk
815473,fhrs_5_en-GB,FHRS,5,The Cock Horse Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170753,foodsafety@baberghmidsuffolk.gov.uk,2018-01-26,,The Cock Inn,Church Street,Lavenham,CO10 9SA,52.10583900000000,0.79293600000000,5,5,5,SUDBURY
526947,fhrs_5_en-GB,FHRS,5,The Cock Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110611,foodsafety@baberghmidsuffolk.gov.uk,2014-12-09,,89 George Street,Hadleigh,IPSWICH,IP7 5BP,52.04561800000000,0.95915600000000,0,0,0,Suffolk
526876,fhrs_5_en-GB,FHRS,5,The Cock Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000107193,foodsafety@baberghmidsuffolk.gov.uk,2016-02-25,,Egremont Street,Glemsford,SUDBURY,CO10 7SA,52.09442700000000,0.66840800000000,5,0,5,Suffolk
526602,fhrs_5_en-GB,FHRS,5,The Cock Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000039514,foodsafety@baberghmidsuffolk.gov.uk,2018-02-07,,Polstead Green,Polstead,COLCHESTER,CO6 5AL,52.00723200000000,0.90211900000000,0,5,0,Essex
526857,fhrs_3_en-GB,FHRS,3,The Codfather,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000106786,foodsafety@baberghmidsuffolk.gov.uk,2017-10-25,,37 King Street,SUDBURY,Suffolk,CO10 2EQ,52.03838700000000,0.73211800000000,10,10,10,
963036,fhrs_5_en-GB,FHRS,5,The Coffee Shop at First Strokes,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174036,foodsafety@baberghmidsuffolk.gov.uk,2017-04-25,,First Strokes Swim School,Springvale,Hadleigh Road,IP8 3AS,52.05121100000000,1.10207700000000,5,5,5,Sproughton
782481,fhrs_5_en-GB,FHRS,5,The Comfortable Cow,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170910,foodsafety@baberghmidsuffolk.gov.uk,2015-07-31,,"Unit 3, The Pied Cow",12 King Street,SUDBURY,CO10 2EB,52.03860300000000,0.73249600000000,0,0,0,Suffolk
937885,fhrs_5_en-GB,FHRS,5,The Complete Sweet Kitchen,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174008,foodsafety@baberghmidsuffolk.gov.uk,2016-12-22,,,,,,,,0,0,0,
742270,fhrs_5_en-GB,FHRS,5,The Copper Kettle,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170503,foodsafety@baberghmidsuffolk.gov.uk,2017-02-22,,Kersey Mill,Hadleigh Road,Kersey,IP7 6DP,52.06160000000000,0.93323500000000,0,5,5,IPSWICH
809721,fhrs_5_en-GB,FHRS,5,The Crafty Courgette,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000023367,foodsafety@baberghmidsuffolk.gov.uk,2015-09-10,,,,,,,,0,0,5,
1007005,fhrs_5_en-GB,FHRS,5,The Crown,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000177448,foodsafety@baberghmidsuffolk.gov.uk,2017-10-11,,High Street,Acton,SUDBURY,CO10 0AT,52.07105400000000,0.76051200000000,0,5,0,Suffolk
526581,fhrs_4_en-GB,FHRS,4,The Crown,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000038731,foodsafety@baberghmidsuffolk.gov.uk,2018-02-06,,Park Street,Stoke by Nayland,COLCHESTER,CO6 4SE,51.98845600000000,0.89582000000000,0,10,10,Essex
586683,fhrs_5_en-GB,FHRS,5,The Crown Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168117,foodsafety@baberghmidsuffolk.gov.uk,2018-01-26,,The Green,Hartest,BURY ST EDMUNDS,IP29 4DH,52.14044100000000,0.67921200000000,5,5,5,Suffolk
1021339,fhrs_5_en-GB,FHRS,5,The Cyclist,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174355,foodsafety@baberghmidsuffolk.gov.uk,2017-12-06,,53 Ballingdon Street,SUDBURY,Suffolk,CO10 2BZ,52.03339004516600,0.71559900045395,5,0,5,
937888,fhrs_5_en-GB,FHRS,5,The Dell Residential Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000175364,foodsafety@baberghmidsuffolk.gov.uk,2017-10-24,,Cats Lane,SUDBURY,Suffolk,CO10 2SF,52.03533554077150,0.74343699216843,0,5,5,
1021342,fhrs_5_en-GB,FHRS,5,The Eight Bells,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000177361,foodsafety@baberghmidsuffolk.gov.uk,2017-12-05,,Eight Bells Public House,90-92 Angel Street,Hadleigh,IP7 5DD,52.04676300000000,0.95794900000000,5,0,0,IPSWICH
586670,fhrs_5_en-GB,FHRS,5,The Farmers Wife,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000050942,foodsafety@baberghmidsuffolk.gov.uk,2017-10-20,,,,,,,,0,0,0,
903886,fhrs_5_en-GB,FHRS,5,The Fleece PH,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174139,foodsafety@baberghmidsuffolk.gov.uk,2017-09-01,,The Fleece,8-10 Broad Street,Boxford,CO10 5DX,52.02875300000000,0.85987500000000,5,5,5,SUDBURY
649172,fhrs_5_en-GB,FHRS,5,The Food Pod,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000020548,foodsafety@baberghmidsuffolk.gov.uk,2016-09-16,,,,,,,,0,0,0,
809726,fhrs_3_en-GB,FHRS,3,The Gainsborough,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000171990,foodsafety@baberghmidsuffolk.gov.uk,2017-04-19,,King Street,SUDBURY,Suffolk,CO10 2EB,52.03860300000000,0.73249600000000,5,10,10,
526224,fhrs_5_en-GB,FHRS,5,The Game Larder,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000007157,foodsafety@baberghmidsuffolk.gov.uk,2012-09-17,,,,,,,,0,0,5,
526645,fhrs_5_en-GB,FHRS,5,The George,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000048803,foodsafety@baberghmidsuffolk.gov.uk,2016-10-12,,52 High Street,Hadleigh,IPSWICH,IP7 5AL,52.04357500000000,0.95417900000000,5,5,0,Suffolk
527049,fhrs_5_en-GB,FHRS,5,The George & Dragon,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000167144,foodsafety@baberghmidsuffolk.gov.uk,2017-07-26,,The George and Dragon Public House,Hall Street,Long Melford,CO10 9JA,52.07613400000000,0.71683600000000,0,5,0,SUDBURY
526125,fhrs_5_en-GB,FHRS,5,The George Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000000337,foodsafety@baberghmidsuffolk.gov.uk,2018-02-14,,George Street,Hintlesham,IPSWICH,IP8 3NH,52.04943100000000,1.04488900000000,0,5,0,Suffolk
526763,fhrs_5_en-GB,FHRS,5,The Good Food Army,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100022,foodsafety@baberghmidsuffolk.gov.uk,2011-08-22,,,,,,,,0,0,0,
726840,fhrs_5_en-GB,FHRS,5,The Greyhound,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170414,foodsafety@baberghmidsuffolk.gov.uk,2018-01-10,,High Street,Lavenham,SUDBURY,CO10 9PZ,52.10844000000000,0.79550900000000,5,5,5,Suffolk
526750,fhrs_5_en-GB,FHRS,5,The Guildhall Of Corpus Christi,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000057111,foodsafety@baberghmidsuffolk.gov.uk,2016-05-31,,Market Place,Lavenham,SUDBURY,CO10 9QZ,52.10906000000000,0.79670200000000,5,0,0,Suffolk
649181,fhrs_5_en-GB,FHRS,5,The Harkstead Bakers Arms Ltd,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168437,foodsafety@baberghmidsuffolk.gov.uk,2018-03-20,,The Bakers Arms,The Street,Harkstead,IP9 1BT,51.96863500000000,1.18306500000000,5,5,5,IPSWICH
691406,fhrs_5_en-GB,FHRS,5,The Horseshoes Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000169690,foodsafety@baberghmidsuffolk.gov.uk,2018-02-28,,Three Horseshoes,Stows Hill,Cockfield,IP30 0JB,52.14215000000000,0.79006400000000,5,5,0,BURY ST EDMUNDS
526205,fhrs_5_en-GB,FHRS,5,The Ice Box,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000006055,foodsafety@baberghmidsuffolk.gov.uk,2012-06-18,,,,,,,,0,0,0,
742267,fhrs_3_en-GB,FHRS,3,The Jolly Meat Company,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168514,foodsafety@baberghmidsuffolk.gov.uk,2016-11-04,,101 High Street,Hadleigh,IPSWICH,IP7 5EJ,52.04592100000000,0.95172300000000,10,10,10,Suffolk
801237,fhrs_exempt_en-GB,FHRS,Exempt,The Jolly Meat Company,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000172120,foodsafety@baberghmidsuffolk.gov.uk,2015-09-04,,Unit behind 79 - 81,High Street,Hadleigh,IP7 5EA,52.04467200000000,0.95273400000000,,,,IPSWICH
526708,fhrs_5_en-GB,FHRS,5,The Kings Head,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000053322,foodsafety@baberghmidsuffolk.gov.uk,2016-11-09,,90 High Street,Hadleigh,IPSWICH,IP7 5EF,52.04444300000000,0.95362400000000,0,5,5,Suffolk
742271,fhrs_4_en-GB,FHRS,4,The Kings Head,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170563,foodsafety@baberghmidsuffolk.gov.uk,2018-02-06,,Kings Head,Manningtree Road,Stutton,IP9 2SW,51.97066500000000,1.12711600000000,5,10,5,IPSWICH
526431,fhrs_exempt_en-GB,FHRS,Exempt,The Larder,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000020563,foodsafety@baberghmidsuffolk.gov.uk,2012-04-19,,,,,,,,,,,
1024562,fhrs_5_en-GB,FHRS,5,The Latin Table,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000167633,foodsafety@baberghmidsuffolk.gov.uk,2017-12-15,,Cookhouse Restaurant,Suffolk Food Hall,Peppers Lane,IP9 2AB,52.02378082275390,1.15614700317383,0,0,0,Wherstead
942241,fhrs_5_en-GB,FHRS,5,The Lifeways Group,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000175365,foodsafety@baberghmidsuffolk.gov.uk,2017-01-09,,Barleycombe Residential Care Home,Sudbury Road,Long Melford,CO10 9HE,52.05792400000000,0.71288600000000,0,0,5,SUDBURY
989356,fhrs_5_en-GB,FHRS,5,The Lindsey Rose,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000175927,foodsafety@baberghmidsuffolk.gov.uk,2017-07-13,,Red Rose Inn,The Tye,Lindsey,IP7 6PP,52.07519149780270,0.89168399572372,5,5,5,IPSWICH
526865,fhrs_5_en-GB,FHRS,5,The Lodge,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000106920,foodsafety@baberghmidsuffolk.gov.uk,2017-04-12,,Suffolk Ski Centre,Bourne Hill,Wherstead,IP2 8NQ,52.03167900000000,1.14875600000000,5,5,0,IPSWICH
831629,fhrs_3_en-GB,FHRS,3,The Loft,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000172521,foodsafety@baberghmidsuffolk.gov.uk,2017-08-18,,3 Gaol Lane,SUDBURY,Suffolk,CO10 1JL,52.03930600000000,0.73011800000000,10,5,10,
526242,fhrs_5_en-GB,FHRS,5,The Long Melford Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000009965,foodsafety@baberghmidsuffolk.gov.uk,2011-04-01,,Station Road,Long Melford,SUDBURY,CO10 9HN,52.06606200000000,0.71098600000000,5,5,5,Suffolk
1042417,fhrs_5_en-GB,FHRS,5,The Mill - Long Melford,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000012547,foodsafety@baberghmidsuffolk.gov.uk,2018-03-27,,Hall Mill House,Hall Street,Long Melford,CO10 9DY,52.08101440000000,0.72066500000000,0,0,0,SUDBURY
526928,fhrs_5_en-GB,FHRS,5,The Mill Hotel,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110305,foodsafety@baberghmidsuffolk.gov.uk,2016-07-26,,Walnut Tree Lane,SUDBURY,Suffolk,CO10 1BD,52.03870900000000,0.72445300000000,5,5,5,
